Original_ID,Allele,Strong Binder,Weak Binder,None,binder_type
CD19_l112_int_4372,HLA-B4001,1,0,103,de novo
CD19_l112_int_4372,HLA-B4002,1,1,102,de novo
CD19_l112_int_4372,HLA-B4013,0,4,100,de novo
CD19_l112_int_4372,HLA-B4201,1,6,97,de novo
CD19_l112_int_4372,HLA-B4402,0,2,102,de novo
CD19_l112_int_4372,HLA-B4403,0,1,103,de novo
CD19_l112_int_4372,HLA-B4501,0,2,102,de novo
CD19_l112_int_4372,HLA-B4601,3,4,97,de novo
CD19_l112_int_4372,HLA-B4801,1,4,99,de novo
CD19_l112_int_4372,HLA-B5101,1,3,100,de novo
CD19_l112_int_4372,HLA-B5301,0,3,101,de novo
CD19_l112_int_4372,HLA-B5401,0,4,100,de novo
CD19_l112_int_4372,HLA-B5701,0,3,101,de novo
CD19_l112_int_4372,HLA-B5801,1,4,99,de novo
CD19_l112_int_4372,HLA-B5802,1,1,102,de novo
CD19_l112_int_4372,HLA-B7301,0,4,100,de novo
CD19_l112_int_4372,HLA-B8301,2,9,93,de novo
CD19_l112_int_4372,HLA-C0303,5,5,94,de novo
CD19_l112_int_4372,HLA-C0401,0,9,95,de novo
CD19_l112_int_4372,HLA-C0501,3,5,96,de novo
CD19_l112_int_4372,HLA-C0602,0,5,99,de novo
CD19_l112_int_4372,HLA-C0701,2,3,99,de novo
CD19_l112_int_4372,HLA-C0702,1,6,97,de novo
CD19_l112_int_4372,HLA-C0802,3,3,98,de novo
CD19_l112_int_4372,HLA-C1203,3,6,95,de novo
CD19_l112_int_4372,HLA-C1402,2,7,95,de novo
CD19_l112_int_4372,HLA-C1502,4,3,97,de novo
CD19_l112_int_wildtype,HLA-A0101,0,3,101,de novo
CD19_l112_int_wildtype,HLA-A0201,2,2,100,de novo
CD19_l112_int_wildtype,HLA-A0202,3,3,98,de novo
CD19_l112_int_wildtype,HLA-A0203,0,3,101,de novo
CD19_l112_int_wildtype,HLA-A0205,0,2,102,de novo
CD19_l112_int_wildtype,HLA-A0206,1,8,95,de novo
CD19_l112_int_wildtype,HLA-A0207,1,1,102,de novo
CD19_l112_int_wildtype,HLA-A0211,3,9,92,de novo
CD19_l112_int_wildtype,HLA-A0212,3,5,96,de novo
CD19_l112_int_wildtype,HLA-A0216,2,9,93,de novo
CD19_l112_int_wildtype,HLA-A0217,1,4,99,de novo
CD19_l112_int_wildtype,HLA-A0219,3,4,97,de novo
CD19_l112_int_wildtype,HLA-A0250,4,5,95,de novo
CD19_l112_int_wildtype,HLA-A0301,0,0,104,de novo
CD19_l112_int_wildtype,HLA-A1101,0,0,104,de novo
CD19_l112_int_wildtype,HLA-A2301,0,1,103,de novo
CD19_l112_int_wildtype,HLA-A2402,0,1,103,de novo
CD19_l112_int_wildtype,HLA-A2403,2,3,99,de novo
CD19_l112_int_wildtype,HLA-A2501,0,6,98,de novo
CD19_l112_int_wildtype,HLA-A2601,1,5,98,de novo
CD19_l112_int_wildtype,HLA-A2602,1,7,96,de novo
CD19_l112_int_wildtype,HLA-A2603,2,6,96,de novo
CD19_l112_int_wildtype,HLA-A2902,0,1,103,de novo
CD19_l112_int_wildtype,HLA-A3001,1,3,100,de novo
CD19_l112_int_wildtype,HLA-A3002,0,3,101,de novo
CD19_l112_int_wildtype,HLA-A3101,0,0,104,de novo
CD19_l112_int_wildtype,HLA-A3201,0,4,100,de novo
CD19_l112_int_wildtype,HLA-A3207,2,5,97,de novo
CD19_l112_int_wildtype,HLA-A3215,1,5,98,de novo
CD19_l112_int_wildtype,HLA-A3301,0,1,103,de novo
CD19_l112_int_wildtype,HLA-A6601,3,3,98,de novo
CD19_l112_int_wildtype,HLA-A6801,0,3,101,de novo
CD19_l112_int_wildtype,HLA-A6802,1,0,103,de novo
CD19_l112_int_wildtype,HLA-A6823,2,5,97,de novo
CD19_l112_int_wildtype,HLA-A6901,3,7,94,de novo
CD19_l112_int_wildtype,HLA-A8001,1,3,100,de novo
CD19_l112_int_wildtype,HLA-B0702,1,2,101,de novo
CD19_l112_int_wildtype,HLA-B0801,2,1,101,de novo
CD19_l112_int_wildtype,HLA-B0802,1,6,97,de novo
CD19_l112_int_wildtype,HLA-B0803,3,6,95,de novo
CD19_l112_int_wildtype,HLA-B1402,0,5,99,de novo
CD19_l112_int_wildtype,HLA-B1501,0,1,103,de novo
CD19_l112_int_wildtype,HLA-B1502,2,5,97,de novo
CD19_l112_int_wildtype,HLA-B1503,0,4,100,de novo
CD19_l112_int_wildtype,HLA-B1509,0,5,99,de novo
CD19_l112_int_wildtype,HLA-B1517,1,4,99,de novo
CD19_l112_int_wildtype,HLA-B1801,0,1,103,de novo
CD19_l112_int_wildtype,HLA-B2705,0,0,104,de novo
CD19_l112_int_wildtype,HLA-B2720,0,4,100,de novo
CD19_l112_int_wildtype,HLA-B3501,1,6,97,de novo
CD19_l112_int_wildtype,HLA-B3503,1,2,101,de novo
CD19_l112_int_wildtype,HLA-B3801,0,1,103,de novo
CD19_l112_int_wildtype,HLA-B3901,0,3,101,de novo
CD19_l112_int_wildtype,HLA-B4001,1,0,103,de novo
CD19_l112_int_wildtype,HLA-B4002,0,2,102,de novo
CD19_l112_int_wildtype,HLA-B4013,0,5,99,de novo
CD19_l112_int_wildtype,HLA-B4201,0,6,98,de novo
CD19_l112_int_wildtype,HLA-B4402,0,3,101,de novo
CD19_l112_int_wildtype,HLA-B4403,0,0,104,de novo
CD19_l112_int_wildtype,HLA-B4501,0,2,102,de novo
CD19_l112_int_wildtype,HLA-B4601,0,6,98,de novo
CD19_l112_int_wildtype,HLA-B4801,0,3,101,de novo
CD19_l112_int_wildtype,HLA-B5101,1,2,101,de novo
CD19_l112_int_wildtype,HLA-B5301,1,2,101,de novo
CD19_l112_int_wildtype,HLA-B5401,0,3,101,de novo
CD19_l112_int_wildtype,HLA-B5701,1,1,102,de novo
CD19_l112_int_wildtype,HLA-B5801,1,0,103,de novo
CD19_l112_int_wildtype,HLA-B5802,0,2,102,de novo
CD19_l112_int_wildtype,HLA-B7301,0,4,100,de novo
CD19_l112_int_wildtype,HLA-B8301,3,3,98,de novo
CD19_l112_int_wildtype,HLA-C0303,2,5,97,de novo
CD19_l112_int_wildtype,HLA-C0401,0,8,96,de novo
CD19_l112_int_wildtype,HLA-C0501,4,1,99,de novo
CD19_l112_int_wildtype,HLA-C0602,1,6,97,de novo
CD19_l112_int_wildtype,HLA-C0701,2,6,96,de novo
CD19_l112_int_wildtype,HLA-C0702,1,5,98,de novo
CD19_l112_int_wildtype,HLA-C0802,4,2,98,de novo
CD19_l112_int_wildtype,HLA-C1203,2,5,97,de novo
CD19_l112_int_wildtype,HLA-C1402,2,5,97,de novo
CD19_l112_int_wildtype,HLA-C1502,1,3,100,de novo
CD19_l112_nonint_0615,HLA-A0101,0,1,103,de novo
CD19_l112_nonint_0615,HLA-A0201,3,0,101,de novo
CD19_l112_nonint_0615,HLA-A0202,4,1,99,de novo
CD19_l112_nonint_0615,HLA-A0203,1,1,102,de novo
CD19_l112_nonint_0615,HLA-A0205,0,2,102,de novo
CD19_l112_nonint_0615,HLA-A0206,3,1,100,de novo
CD19_l112_nonint_0615,HLA-A0207,2,0,102,de novo
CD19_l112_nonint_0615,HLA-A0211,4,3,97,de novo
CD19_l112_nonint_0615,HLA-A0212,2,2,100,de novo
CD19_l112_nonint_0615,HLA-A0216,2,6,96,de novo
CD19_l112_nonint_0615,HLA-A0217,2,1,101,de novo
CD19_l112_nonint_0615,HLA-A0219,3,3,98,de novo
CD19_l112_nonint_0615,HLA-A0250,4,7,93,de novo
CD19_l112_nonint_0615,HLA-A0301,0,0,104,de novo
CD19_l112_nonint_0615,HLA-A1101,0,1,103,de novo
CD19_l112_nonint_0615,HLA-A2301,0,0,104,de novo
CD19_l112_nonint_0615,HLA-A2402,0,3,101,de novo
CD19_l112_nonint_0615,HLA-A2403,1,2,101,de novo
CD19_l112_nonint_0615,HLA-A2501,2,4,98,de novo
CD19_l112_nonint_0615,HLA-A2601,0,7,97,de novo
CD19_l112_nonint_0615,HLA-A2602,3,8,93,de novo
CD19_l112_nonint_0615,HLA-A2603,1,7,96,de novo
CD19_l112_nonint_0615,HLA-A2902,0,1,103,de novo
CD19_l112_nonint_0615,HLA-A3001,3,2,99,de novo
CD19_l112_nonint_0615,HLA-A3002,0,2,102,de novo
CD19_l112_nonint_0615,HLA-A3101,0,3,101,de novo
CD19_l112_nonint_0615,HLA-A3201,1,2,101,de novo
CD19_l112_nonint_0615,HLA-A3207,4,4,96,de novo
CD19_l112_nonint_0615,HLA-A3215,2,5,97,de novo
CD19_l112_nonint_0615,HLA-A3301,0,3,101,de novo
CD19_l112_nonint_0615,HLA-A6601,4,4,96,de novo
CD19_l112_nonint_0615,HLA-A6801,0,5,99,de novo
CD19_l112_nonint_0615,HLA-A6802,1,2,101,de novo
CD19_l112_nonint_0615,HLA-A6823,2,6,96,de novo
CD19_l112_nonint_0615,HLA-A6901,2,8,94,de novo
CD19_l112_nonint_0615,HLA-A8001,1,1,102,de novo
CD19_l112_nonint_0615,HLA-B0702,2,2,100,de novo
CD19_l112_nonint_0615,HLA-B0801,0,4,100,de novo
CD19_l112_nonint_0615,HLA-B0802,2,4,98,de novo
CD19_l112_nonint_0615,HLA-B0803,3,7,94,de novo
CD19_l112_nonint_0615,HLA-B1402,1,6,97,de novo
CD19_l112_nonint_0615,HLA-B1501,0,2,102,de novo
CD19_l112_nonint_0615,HLA-B1502,2,3,99,de novo
CD19_l112_nonint_0615,HLA-B1503,0,5,99,de novo
CD19_l112_nonint_0615,HLA-B1509,1,6,97,de novo
CD19_l112_nonint_0615,HLA-B1517,1,3,100,de novo
CD19_l112_nonint_0615,HLA-B1801,0,1,103,de novo
CD19_l112_nonint_0615,HLA-B2705,0,3,101,de novo
CD19_l112_nonint_0615,HLA-B2720,1,5,98,de novo
CD19_l112_nonint_0615,HLA-B3501,1,2,101,de novo
CD19_l112_nonint_0615,HLA-B3503,1,2,101,de novo
CD19_l112_nonint_0615,HLA-B3801,0,2,102,de novo
CD19_l112_nonint_0615,HLA-B3901,2,4,98,de novo
CD19_l112_nonint_0615,HLA-B4001,0,3,101,de novo
CD19_l112_nonint_0615,HLA-B4002,0,1,103,de novo
CD19_l112_nonint_0615,HLA-B4013,0,5,99,de novo
CD19_l112_nonint_0615,HLA-B4201,0,3,101,de novo
CD19_l112_nonint_0615,HLA-B4402,0,3,101,de novo
CD19_l112_nonint_0615,HLA-B4403,0,1,103,de novo
CD19_l112_nonint_0615,HLA-B4501,0,3,101,de novo
CD19_l112_nonint_0615,HLA-B4601,0,6,98,de novo
CD19_l112_nonint_0615,HLA-B4801,0,5,99,de novo
CD19_l112_nonint_0615,HLA-B5101,0,2,102,de novo
CD19_l112_nonint_0615,HLA-B5301,1,1,102,de novo
CD19_l112_nonint_0615,HLA-B5401,0,1,103,de novo
CD19_l112_nonint_0615,HLA-B5701,1,1,102,de novo
CD19_l112_nonint_0615,HLA-B5801,1,0,103,de novo
CD19_l112_nonint_0615,HLA-B5802,0,1,103,de novo
CD19_l112_nonint_0615,HLA-B7301,0,5,99,de novo
CD19_l112_nonint_0615,HLA-B8301,1,4,99,de novo
CD19_l112_nonint_0615,HLA-C0303,0,5,99,de novo
CD19_l112_nonint_0615,HLA-C0401,1,7,96,de novo
CD19_l112_nonint_0615,HLA-C0501,3,4,97,de novo
CD19_l112_nonint_0615,HLA-C0602,4,7,93,de novo
CD19_l112_nonint_0615,HLA-C0701,5,5,94,de novo
CD19_l112_nonint_0615,HLA-C0702,1,7,96,de novo
CD19_l112_nonint_0615,HLA-C0802,3,2,99,de novo
CD19_l112_nonint_0615,HLA-C1203,2,6,96,de novo
CD19_l112_nonint_0615,HLA-C1402,1,5,98,de novo
CD19_l112_nonint_0615,HLA-C1502,0,5,99,de novo
CD19_l112_nonint_0872,HLA-A0101,0,3,101,de novo
CD19_l112_nonint_0872,HLA-A0201,2,0,102,de novo
CD19_l112_nonint_0872,HLA-A0202,1,4,99,de novo
CD19_l112_nonint_0872,HLA-A0203,0,0,104,de novo
CD19_l112_nonint_0872,HLA-A0205,0,3,101,de novo
CD19_l112_nonint_0872,HLA-A0206,1,3,100,de novo
CD19_l112_nonint_0872,HLA-A0207,1,1,102,de novo
CD19_l112_nonint_0872,HLA-A0211,2,5,97,de novo
CD19_l112_nonint_0872,HLA-A0212,1,2,101,de novo
CD19_l112_nonint_0872,HLA-A0216,1,6,97,de novo
CD19_l112_nonint_0872,HLA-A0217,1,4,99,de novo
CD19_l112_nonint_0872,HLA-A0219,2,4,98,de novo
CD19_l112_nonint_0872,HLA-A0250,2,6,96,de novo
CD19_l112_nonint_0872,HLA-A0301,1,1,102,de novo
CD19_l112_nonint_0872,HLA-A1101,1,1,102,de novo
CD19_l112_nonint_0872,HLA-A2301,0,0,104,de novo
CD19_l112_nonint_0872,HLA-A2402,0,1,103,de novo
CD19_l112_nonint_0872,HLA-A2403,0,5,99,de novo
CD19_l112_nonint_0872,HLA-A2501,1,5,98,de novo
CD19_l112_nonint_0872,HLA-A2601,1,2,101,de novo
CD19_l112_nonint_0872,HLA-A2602,0,8,96,de novo
CD19_l112_nonint_0872,HLA-A2603,0,7,97,de novo
CD19_l112_nonint_0872,HLA-A2902,0,1,103,de novo
CD19_l112_nonint_0872,HLA-A3001,3,3,98,de novo
CD19_l112_nonint_0872,HLA-A3002,1,0,103,de novo
CD19_l112_nonint_0872,HLA-A3101,0,0,104,de novo
CD19_l112_nonint_0872,HLA-A3201,1,2,101,de novo
CD19_l112_nonint_0872,HLA-A3207,3,6,95,de novo
CD19_l112_nonint_0872,HLA-A3215,1,2,101,de novo
CD19_l112_nonint_0872,HLA-A3301,0,0,104,de novo
CD19_l112_nonint_0872,HLA-A6601,1,8,95,de novo
CD19_l112_nonint_0872,HLA-A6801,0,0,104,de novo
CD19_l112_nonint_0872,HLA-A6802,2,2,100,de novo
CD19_l112_nonint_0872,HLA-A6823,1,4,99,de novo
CD19_l112_nonint_0872,HLA-A6901,5,5,94,de novo
CD19_l112_nonint_0872,HLA-A8001,0,5,99,de novo
CD19_l112_nonint_0872,HLA-B0702,1,2,101,de novo
CD19_l112_nonint_0872,HLA-B0801,1,0,103,de novo
CD19_l112_nonint_0872,HLA-B0802,2,4,98,de novo
CD19_l112_nonint_0872,HLA-B0803,2,4,98,de novo
CD19_l112_nonint_0872,HLA-B1402,0,5,99,de novo
CD19_l112_nonint_0872,HLA-B1501,0,4,100,de novo
CD19_l112_nonint_0872,HLA-B1502,2,4,98,de novo
CD19_l112_nonint_0872,HLA-B1503,1,3,100,de novo
CD19_l112_nonint_0872,HLA-B1509,1,4,99,de novo
CD19_l112_nonint_0872,HLA-B1517,2,2,100,de novo
CD19_l112_nonint_0872,HLA-B1801,0,1,103,de novo
CD19_l112_nonint_0872,HLA-B2705,0,1,103,de novo
CD19_l112_nonint_0872,HLA-B2720,1,2,101,de novo
CD19_l112_nonint_0872,HLA-B3501,1,4,99,de novo
CD19_l112_nonint_0872,HLA-B3503,2,1,101,de novo
CD19_l112_nonint_0872,HLA-B3801,0,4,100,de novo
CD19_l112_nonint_0872,HLA-B3901,0,7,97,de novo
CD19_l112_nonint_0872,HLA-B4001,0,3,101,de novo
CD19_l112_nonint_0872,HLA-B4002,0,2,102,de novo
CD19_l112_nonint_0872,HLA-B4013,0,3,101,de novo
CD19_l112_nonint_0872,HLA-B4201,2,1,101,de novo
CD19_l112_nonint_0872,HLA-B4402,0,5,99,de novo
CD19_l112_nonint_0872,HLA-B4403,0,2,102,de novo
CD19_l112_nonint_0872,HLA-B4501,1,2,101,de novo
CD19_l112_nonint_0872,HLA-B4601,3,5,96,de novo
CD19_l112_nonint_0872,HLA-B4801,2,1,101,de novo
CD19_l112_nonint_0872,HLA-B5101,2,1,101,de novo
CD19_l112_nonint_0872,HLA-B5301,1,1,102,de novo
CD19_l112_nonint_0872,HLA-B5401,0,1,103,de novo
CD19_l112_nonint_0872,HLA-B5701,2,0,102,de novo
CD19_l112_nonint_0872,HLA-B5801,2,2,100,de novo
CD19_l112_nonint_0872,HLA-B5802,1,2,101,de novo
CD19_l112_nonint_0872,HLA-B7301,0,3,101,de novo
CD19_l112_nonint_0872,HLA-B8301,2,3,99,de novo
CD19_l112_nonint_0872,HLA-C0303,2,3,99,de novo
CD19_l112_nonint_0872,HLA-C0401,1,1,102,de novo
CD19_l112_nonint_0872,HLA-C0501,2,4,98,de novo
CD19_l112_nonint_0872,HLA-C0602,1,6,97,de novo
CD19_l112_nonint_0872,HLA-C0701,1,6,97,de novo
CD19_l112_nonint_0872,HLA-C0702,1,3,100,de novo
CD19_l112_nonint_0872,HLA-C0802,3,1,100,de novo
CD19_l112_nonint_0872,HLA-C1203,3,5,96,de novo
CD19_l112_nonint_0872,HLA-C1402,0,4,100,de novo
CD19_l112_nonint_0872,HLA-C1502,2,4,98,de novo
CD19_l112_nonint_0999,HLA-A0101,0,1,103,de novo
CD19_l112_nonint_0999,HLA-A0201,2,4,98,de novo
CD19_l112_nonint_0999,HLA-A0202,3,4,97,de novo
CD19_l112_nonint_0999,HLA-A0203,0,3,101,de novo
CD19_l112_nonint_0999,HLA-A0205,0,5,99,de novo
CD19_l112_nonint_0999,HLA-A0206,3,1,100,de novo
CD19_l112_nonint_0999,HLA-A0207,1,3,100,de novo
CD19_l112_nonint_0999,HLA-A0211,5,4,95,de novo
CD19_l112_nonint_0999,HLA-A0212,4,4,96,de novo
CD19_l112_nonint_0999,HLA-A0216,2,8,94,de novo
CD19_l112_nonint_0999,HLA-A0217,1,5,98,de novo
CD19_l112_nonint_0999,HLA-A0219,4,3,97,de novo
CD19_l112_nonint_0999,HLA-A0250,3,5,96,de novo
CD19_l112_nonint_0999,HLA-A0301,0,1,103,de novo
CD19_l112_nonint_0999,HLA-A1101,0,1,103,de novo
CD19_l112_nonint_0999,HLA-A2301,0,0,104,de novo
CD19_l112_nonint_0999,HLA-A2402,0,1,103,de novo
CD19_l112_nonint_0999,HLA-A2403,0,3,101,de novo
CD19_l112_nonint_0999,HLA-A2501,2,7,95,de novo
CD19_l112_nonint_0999,HLA-A2601,2,4,98,de novo
CD19_l112_nonint_0999,HLA-A2602,1,10,93,de novo
CD19_l112_nonint_0999,HLA-A2603,2,5,97,de novo
CD19_l112_nonint_0999,HLA-A2902,0,3,101,de novo
CD19_l112_nonint_0999,HLA-A3001,2,0,102,de novo
CD19_l112_nonint_0999,HLA-A3002,1,2,101,de novo
CD19_l112_nonint_0999,HLA-A3101,0,1,103,de novo
CD19_l112_nonint_0999,HLA-A3201,1,4,99,de novo
CD19_l112_nonint_0999,HLA-A3207,1,5,98,de novo
CD19_l112_nonint_0999,HLA-A3215,1,2,101,de novo
CD19_l112_nonint_0999,HLA-A3301,0,1,103,de novo
CD19_l112_nonint_0999,HLA-A6601,2,5,97,de novo
CD19_l112_nonint_0999,HLA-A6801,0,2,102,de novo
CD19_l112_nonint_0999,HLA-A6802,1,3,100,de novo
CD19_l112_nonint_0999,HLA-A6823,3,6,95,de novo
CD19_l112_nonint_0999,HLA-A6901,2,9,93,de novo
CD19_l112_nonint_0999,HLA-A8001,0,6,98,de novo
CD19_l112_nonint_0999,HLA-B0702,1,2,101,de novo
CD19_l112_nonint_0999,HLA-B0801,2,1,101,de novo
CD19_l112_nonint_0999,HLA-B0802,2,6,96,de novo
CD19_l112_nonint_0999,HLA-B0803,2,6,96,de novo
CD19_l112_nonint_0999,HLA-B1402,2,3,99,de novo
CD19_l112_nonint_0999,HLA-B1501,0,5,99,de novo
CD19_l112_nonint_0999,HLA-B1502,1,8,95,de novo
CD19_l112_nonint_0999,HLA-B1503,1,6,97,de novo
CD19_l112_nonint_0999,HLA-B1509,0,5,99,de novo
CD19_l112_nonint_0999,HLA-B1517,2,2,100,de novo
CD19_l112_nonint_0999,HLA-B1801,0,3,101,de novo
CD19_l112_nonint_0999,HLA-B2705,0,1,103,de novo
CD19_l112_nonint_0999,HLA-B2720,0,1,103,de novo
CD19_l112_nonint_0999,HLA-B3501,1,2,101,de novo
CD19_l112_nonint_0999,HLA-B3503,0,3,101,de novo
CD19_l112_nonint_0999,HLA-B3801,0,1,103,de novo
CD19_l112_nonint_0999,HLA-B3901,0,6,98,de novo
CD19_l112_nonint_0999,HLA-B4001,2,3,99,de novo
CD19_l112_nonint_0999,HLA-B4002,0,1,103,de novo
CD19_l112_nonint_0999,HLA-B4013,0,4,100,de novo
CD19_l112_nonint_0999,HLA-B4201,1,3,100,de novo
CD19_l112_nonint_0999,HLA-B4402,0,2,102,de novo
CD19_l112_nonint_0999,HLA-B4403,0,0,104,de novo
CD19_l112_nonint_0999,HLA-B4501,0,3,101,de novo
CD19_l112_nonint_0999,HLA-B4601,1,5,98,de novo
CD19_l112_nonint_0999,HLA-B4801,1,3,100,de novo
CD19_l112_nonint_0999,HLA-B5101,1,3,100,de novo
CD19_l112_nonint_0999,HLA-B5301,1,1,102,de novo
CD19_l112_nonint_0999,HLA-B5401,0,3,101,de novo
CD19_l112_nonint_0999,HLA-B5701,2,0,102,de novo
CD19_l112_nonint_0999,HLA-B5801,3,0,101,de novo
CD19_l112_nonint_0999,HLA-B5802,0,2,102,de novo
CD19_l112_nonint_0999,HLA-B7301,0,1,103,de novo
CD19_l112_nonint_0999,HLA-B8301,2,2,100,de novo
CD19_l112_nonint_0999,HLA-C0303,0,7,97,de novo
CD19_l112_nonint_0999,HLA-C0401,0,3,101,de novo
CD19_l112_nonint_0999,HLA-C0501,3,2,99,de novo
CD19_l112_nonint_0999,HLA-C0602,0,3,101,de novo
CD19_l112_nonint_0999,HLA-C0701,0,6,98,de novo
CD19_l112_nonint_0999,HLA-C0702,0,6,98,de novo
CD19_l112_nonint_0999,HLA-C0802,2,5,97,de novo
CD19_l112_nonint_0999,HLA-C1203,2,5,97,de novo
CD19_l112_nonint_0999,HLA-C1402,0,5,99,de novo
CD19_l112_nonint_0999,HLA-C1502,0,6,98,de novo
CD19_l112_int_1049,HLA-A0101,0,2,102,de novo
CD19_l112_int_1049,HLA-A0201,0,4,100,de novo
CD19_l112_int_1049,HLA-A0202,2,3,99,de novo
CD19_l112_int_1049,HLA-A0203,0,3,101,de novo
CD19_l112_int_1049,HLA-A0205,0,1,103,de novo
CD19_l112_int_1049,HLA-A0206,1,6,97,de novo
CD19_l112_int_1049,HLA-A0207,1,2,101,de novo
CD19_l112_int_1049,HLA-A0211,2,8,94,de novo
CD19_l112_int_1049,HLA-A0212,4,2,98,de novo
CD19_l112_int_1049,HLA-A0216,4,4,96,de novo
CD19_l112_int_1049,HLA-A0217,0,3,101,de novo
CD19_l112_int_1049,HLA-A0219,2,5,97,de novo
CD19_l112_int_1049,HLA-A0250,2,7,95,de novo
CD19_l112_int_1049,HLA-A0301,0,0,104,de novo
CD19_l112_int_1049,HLA-A1101,0,1,103,de novo
CD19_l112_int_1049,HLA-A2301,0,4,100,de novo
CD19_l112_int_1049,HLA-A2402,0,4,100,de novo
CD19_l112_int_1049,HLA-A2403,2,4,98,de novo
CD19_l112_int_1049,HLA-A2501,2,8,94,de novo
CD19_l112_int_1049,HLA-A2601,2,6,96,de novo
CD19_l112_int_1049,HLA-A2602,4,5,95,de novo
CD19_l112_int_1049,HLA-A2603,5,4,95,de novo
CD19_l112_int_1049,HLA-A2902,0,2,102,de novo
CD19_l112_int_1049,HLA-A3001,1,4,99,de novo
CD19_l112_int_1049,HLA-A3002,1,2,101,de novo
CD19_l112_int_1049,HLA-A3101,0,0,104,de novo
CD19_l112_int_1049,HLA-A3201,1,1,102,de novo
CD19_l112_int_1049,HLA-A3207,2,9,93,de novo
CD19_l112_int_1049,HLA-A3215,1,4,99,de novo
CD19_l112_int_1049,HLA-A3301,0,1,103,de novo
CD19_l112_int_1049,HLA-A6601,4,4,96,de novo
CD19_l112_int_1049,HLA-A6801,0,3,101,de novo
CD19_l112_int_1049,HLA-A6802,0,2,102,de novo
CD19_l112_int_1049,HLA-A6823,2,3,99,de novo
CD19_l112_int_1049,HLA-A6901,2,7,95,de novo
CD19_l112_int_1049,HLA-A8001,1,3,100,de novo
CD19_l112_int_1049,HLA-B0702,1,2,101,de novo
CD19_l112_int_1049,HLA-B0801,2,3,99,de novo
CD19_l112_int_1049,HLA-B0802,2,7,95,de novo
CD19_l112_int_1049,HLA-B0803,5,5,94,de novo
CD19_l112_int_1049,HLA-B1402,1,5,98,de novo
CD19_l112_int_1049,HLA-B1501,0,3,101,de novo
CD19_l112_int_1049,HLA-B1502,2,2,100,de novo
CD19_l112_int_1049,HLA-B1503,1,4,99,de novo
CD19_l112_int_1049,HLA-B1509,0,6,98,de novo
CD19_l112_int_1049,HLA-B1517,1,5,98,de novo
CD19_l112_int_1049,HLA-B1801,1,1,102,de novo
CD19_l112_int_1049,HLA-B2705,0,0,104,de novo
CD19_l112_int_1049,HLA-B2720,0,2,102,de novo
CD19_l112_int_1049,HLA-B3501,2,3,99,de novo
CD19_l112_int_1049,HLA-B3503,1,4,99,de novo
CD19_l112_int_1049,HLA-B3801,0,4,100,de novo
CD19_l112_int_1049,HLA-B3901,0,5,99,de novo
CD19_l112_int_1049,HLA-B4001,1,2,101,de novo
CD19_l112_int_1049,HLA-B4002,1,1,102,de novo
CD19_l112_int_1049,HLA-B4013,0,4,100,de novo
CD19_l112_int_1049,HLA-B4201,0,5,99,de novo
CD19_l112_int_1049,HLA-B4402,0,3,101,de novo
CD19_l112_int_1049,HLA-B4403,0,2,102,de novo
CD19_l112_int_1049,HLA-B4501,0,2,102,de novo
CD19_l112_int_1049,HLA-B4601,2,2,100,de novo
CD19_l112_int_1049,HLA-B4801,1,3,100,de novo
CD19_l112_int_1049,HLA-B5101,1,2,101,de novo
CD19_l112_int_1049,HLA-B5301,0,2,102,de novo
CD19_l112_int_1049,HLA-B5401,0,4,100,de novo
CD19_l112_int_1049,HLA-B5701,0,2,102,de novo
CD19_l112_int_1049,HLA-B5801,1,1,102,de novo
CD19_l112_int_1049,HLA-B5802,1,1,102,de novo
CD19_l112_int_1049,HLA-B7301,0,2,102,de novo
CD19_l112_int_1049,HLA-B8301,2,8,94,de novo
CD19_l112_int_1049,HLA-C0303,4,4,96,de novo
CD19_l112_int_1049,HLA-C0401,1,10,93,de novo
CD19_l112_int_1049,HLA-C0501,3,5,96,de novo
CD19_l112_int_1049,HLA-C0602,0,5,99,de novo
CD19_l112_int_1049,HLA-C0701,2,3,99,de novo
CD19_l112_int_1049,HLA-C0702,2,3,99,de novo
CD19_l112_int_1049,HLA-C0802,4,2,98,de novo
CD19_l112_int_1049,HLA-C1203,2,8,94,de novo
CD19_l112_int_1049,HLA-C1402,1,5,98,de novo
CD19_l112_int_1049,HLA-C1502,2,4,98,de novo
CD19_l112_int_2534,HLA-A0101,0,3,101,de novo
CD19_l112_int_2534,HLA-A0201,0,4,100,de novo
CD19_l112_int_2534,HLA-A0202,2,2,100,de novo
CD19_l112_int_2534,HLA-A0203,0,2,102,de novo
CD19_l112_int_2534,HLA-A0205,0,1,103,de novo
CD19_l112_int_2534,HLA-A0206,0,3,101,de novo
CD19_l112_int_2534,HLA-A0207,1,1,102,de novo
CD19_l112_int_2534,HLA-A0211,1,7,96,de novo
CD19_l112_int_2534,HLA-A0212,2,2,100,de novo
CD19_l112_int_2534,HLA-A0216,2,5,97,de novo
CD19_l112_int_2534,HLA-A0217,0,2,102,de novo
CD19_l112_int_2534,HLA-A0219,3,1,100,de novo
CD19_l112_int_2534,HLA-A0250,3,5,96,de novo
CD19_l112_int_2534,HLA-A0301,0,0,104,de novo
CD19_l112_int_2534,HLA-A1101,0,0,104,de novo
CD19_l112_int_2534,HLA-A2301,0,1,103,de novo
CD19_l112_int_2534,HLA-A2402,0,1,103,de novo
